0.02525081	0.15652683	0.32831323	0.04826467	-0.018964296	0.04874097	-0.02195247	-0.06229016	-0.072396986	0.037473314	0.07911936	0.08825506	0.038280137	0.036195133	0.019650633	0.2622353
-0.09348867	0.4546086	0.66076964	0.41689938	0.31860012	-0.39363325	-0.2114741	0.10721753	-0.06596507	-0.28630134	-0.14408498	0.23800296	0.0065743555	0.29563376	0.21635756	0.17359896
0.09042484	-0.021416793	0.1276375	-0.093821086	-0.041201822	0.053317852	-0.035249174	-0.08816431	-0.3788109	0.10122849	0.23341154	0.044379454	-0.22944117	-0.21465582	-0.32374597	-0.10805783
0.24230686	-0.14704338	0.110997915	0.019881535	-0.017554268	0.2823198	0.030291695	0.008120653	-0.0865989	0.19644403	0.15879941	0.019278375	0.015593842	-0.22170976	0.034953278	0.2057365
0.02527718	-0.063076876	0.010033996	-0.076469295	-0.2270027	0.11373005	0.012118313	-0.189162	0.1244414	0.09785233	-0.11304033	0.1108594	0.12269992	0.012382747	0.11200327	0.24301031
0.34551233	-0.29369593	-0.20838879	-0.3219089	-0.057605803	0.38320032	0.33680072	0.0014513729	-0.70968616	0.20919332	0.46290827	-0.2849697	-0.67055464	-0.48914966	-0.59669685	-0.4235986
0.03951009	0.2548392	0.361433	0.12109755	0.20066166	-0.04265434	-0.039031673	0.12888312	-0.13407145	-0.15274242	0.095245615	0.0052372124	0.0452447	-0.024103627	0.10752567	0.18706001
-0.11991671	0.2532506	0.22851153	-0.090384714	-0.16122176	-0.07891054	0.041015506	-0.11406239	-0.16822758	-0.2222781	-0.043795962	-0.028484136	-0.045743752	0.053217124	-0.045488186	0.123972915
-0.08076867	-0.35345137	-0.55658597	-0.51194793	-0.5360673	0.4959021	0.33870277	-0.471112	-0.51864994	0.25025088	0.25333184	-0.17271829	-0.3527078	-0.4713457	-0.44455498	-0.056813486
0.1538373	0.12083081	0.30318382	0.07372165	0.1546615	0.08737313	0.060738545	0.17503062	-0.33116683	-0.051867213	0.26979107	-0.073792405	-0.30373666	-0.11949024	-0.14060016	-0.029190108
-0.074507356	0.6370162	0.5131357	0.13256052	0.16581105	0.033037808	0.2805366	0.2840934	-0.1870316	-0.5394959	0.10280162	-0.2906374	-0.21732023	0.04842954	0.4442865	0.44086087
-0.46017018	0.42686766	0.023154153	-0.3998192	-0.5156311	0.046671193	0.2783381	-0.3280708	-0.085049056	-0.33993384	-0.2795869	-0.13847654	0.008023345	0.07026891	0.17141993	0.35046148
-0.13603592	-0.37168714	-0.31982246	-0.29924327	-0.47964832	0.2925116	0.09856287	-0.58807135	0.27050936	0.4128904	-0.25671265	0.10784512	0.40114373	-0.12853314	0.07662369	0.36690876
0.048595082	0.26652282	0.4444994	0.30086535	0.24670379	-0.24121529	-0.28331786	-0.00803432	-0.014969273	-0.036575362	-0.0358642	0.21345809	0.033497855	0.18897633	0.037961207	0.057493385
0.19636029	-0.184485	0.35978752	0.43374667	0.23719552	-0.28806326	-0.4224784	-0.079229295	0.2850871	0.3288303	-0.22514611	0.3913703	0.38391846	0.3589501	0.21264641	0.1490623
-0.30347764	0.39766023	0.55964756	0.31492606	0.011246466	-0.43795854	-0.23083165	-0.09821943	0.13001117	-0.25573838	-0.27730498	0.28156677	0.08132904	0.40762103	0.29892296	0.16550529
-0.21666828	0.0001647009	0.115004964	0.146543	-0.22170287	-0.33525482	-0.299971	-0.530038	0.2716786	0.19097418	-0.35322446	0.4559987	0.31063253	0.38813818	0.0154167	0.102688126
0.292708	-0.15622488	0.23008476	0.33557162	0.29705212	-0.018375184	-0.33221167	-0.013668527	0.01704371	0.3400544	0.07196225	0.35192883	0.172807	-0.0055674436	-0.10704149	-0.049684003
0.757431	-0.4783792	0.17608383	0.6914678	0.79593784	0.43887734	-0.184839	0.50237143	-0.6639069	0.4969657	0.7306352	-0.07072092	-0.7228798	-0.5311451	-0.44338647	-0.5884099
